No.,Player,Position,Debut,Raw-Birth-Data,BirthPlace,County,Province,Country
799,Frank Ennis,(FB),"v Australia Brisbane, 3 Jun 1979","Born
December 24, 1955, Dublin
   ",Dublin,Dublin,Leinster,Republic of Ireland
800,James Glennon,L,"v England Twickenham, 19 Jan 1980","Born
July 7, 1953, Dublin
   ",Dublin,Dublin,Leinster,Republic of Ireland
801,Kevin O'Brien,FB,"v England Twickenham, 19 Jan 1980","Born
June 5, 1955, Manchester, England
   ",Manchester,Unkown,Unknown,England
802,Ian Burns,(FH),"v England Twickenham, 19 Jan 1980","Born
December 7, 1955, Dublin
   ",Dublin,Dublin,Leinster,Republic of Ireland
803,David Irwin,C,"v France Parc des Princes, 1 Mar 1980","Born
February 1, 1959, Belfast, Northern Ireland
   ",Belfast,Antrim,Ulster,Northern Ireland
804,Hugo MacNeill,FB,"v France Lansdowne Road, 7 Feb 1981","Born
September 16, 1958, Dublin
   ",Dublin,Dublin,Leinster,Republic of Ireland
805,Francis Quinn,W,"v France Lansdowne Road, 7 Feb 1981","Born
September 5, 1954, Dublin
   ",Dublin,Dublin,Leinster,Republic of Ireland
806,Kenneth Hooks,W,"v Scotland Murrayfield, 21 Mar 1981","Born
January 1, 1960, Markethill, Armagh, Northern Ireland
   ",Markethill,Armagh,Ulster,Northern Ireland
807,Paul Dean,FH,"v South Africa Cape Town, 30 May 1981","Born
June 28, 1960, Dublin
   ",Dublin,Dublin,Leinster,Republic of Ireland
808,Jerry Holland,L,"v South Africa Cape Town, 30 May 1981","Born
November 24, 1955, Cork
   ",Cork,Cork,Munster,Republic of Ireland
809,John Murphy,FB,"v South Africa Cape Town, 30 May 1981","Born
February 8, 1963, Dublin
   ",Dublin,Dublin,Leinster,Republic of Ireland
810,John Hewitt,(C),"v South Africa Cape Town, 30 May 1981","Born
November 21, 1960, Carrickfergus, Northern Ireland
   ",Carrickfergus,Antrim,Ulster,Northern Ireland
811,Donal Lenihan,L,"v Australia Lansdowne Road, 21 Nov 1981","Born
September 12, 1959, Cork
   ",Cork,Cork,Munster,Republic of Ireland
812,Trevor Ringland,W,"v Australia Lansdowne Road, 21 Nov 1981","Born
November 13, 1959, Belfast, Northern Ireland
   ",Belfast,Antrim,Ulster,Northern Ireland
813,Michael Kiernan,(C),"v Wales Lansdowne Road, 23 Jan 1982","Born
January 17, 1961, Cork
   ",Cork,Cork,Munster,Republic of Ireland
814,Keith Crossan,W,"v Scotland Lansdowne Road, 20 Feb 1982","Born
December 29, 1959, Belfast, Northern Ireland
   ",Belfast,Antrim,Ulster,Northern Ireland
815,Ronan Kearney,F,"v France Parc des Princes, 20 Mar 1982","Born
March 5, 1957, Kilkenny
   ",Kilkenny,Kilkenny,Leinster,Republic of Ireland
816,Rory Moroney,C,"v France Parc des Princes, 21 Jan 1984","Born
October 3, 1957, Clonmel
   ",Clonmel,Tipperary,Munster,Republic of Ireland
817,William Duncan,F,"v Wales Lansdowne Road, 4 Feb 1984","Born
July 14, 1957, Belfast, Northern Ireland
   ",Belfast,Antrim,Ulster,Northern Ireland
818,JJ McCoy,P,"v Wales Lansdowne Road, 4 Feb 1984","Born
June 28, 1958, Enniskillen,Fermanagh, Northern Ireland
   ",Enniskillen,Fermanagh,Ulster,Northern Ireland
819,Harry Harbison,(H),"v Wales Lansdowne Road, 4 Feb 1984","Born
August 19, 1957, Dublin
   ",Dublin,Dublin,Leinster,Republic of Ireland
820,Tony Doyle,SH,"v England Twickenham, 18 Feb 1984","Born
April 26, 1958, Dublin
   ",Dublin,Dublin,Leinster,Republic of Ireland
821,Des Fitzgerald,P,"v England Twickenham, 18 Feb 1984","Born
December 20, 1957, Dublin
   ",Dublin,Dublin,Leinster,Republic of Ireland
822,Derek McGrath,F,"v Scotland Lansdowne Road, 3 Mar 1984","Born
May 3, 1960, Dublin
   ",Dublin,Dublin,Leinster,Republic of Ireland
823,Hugh Condon,(FH),"v Scotland Lansdowne Road, 3 Mar 1984","Born
February 17, 1955, Royal Leamington Spa, England
   ",Royal Leamington Spa,Unkown,Unknown,England
824,Willie Anderson,L,"v Australia Lansdowne Road, 10 Nov 1984","Born
April 3, 1955, Sixmilecross, Northern Ireland
   ",Sixmilecross,Tyrone,Ulster,Northern Ireland
825,Michael Bradley,SH,"v Australia Lansdowne Road, 10 Nov 1984","Born
November 17, 1962, Cork
   ",Cork,Cork,Munster,Republic of Ireland
826,Philip Matthews,F,"v Australia Lansdowne Road, 10 Nov 1984","Born
January 24, 1960, Gloucester
   ",Unknown,Unkown,Unknown,Unknown
827,Brendan Mullin,C,"v Australia Lansdowne Road, 10 Nov 1984","Born
October 30, 1963, Jerusalem, Isreal
   ",Jerusalem,Unkown,Unknown,Unknown
828,William Sexton,F,"v Australia Lansdowne Road, 10 Nov 1984","Born
July 21, 1959, ?
   ",Unknown,Unkown,Unknown,Unknown
829,Nigel Carr,F,"v Scotland Murrayfield, 2 Feb 1985","Born
July 27, 1959, Belfast, Northern Ireland
   ",Belfast,Antrim,Ulster,Northern Ireland
830,Brian Spillane,N8,"v Scotland Murrayfield, 2 Feb 1985","Born
January 26, 1960, Cork
   ",Cork,Cork,Munster,Republic of Ireland
831,Brian McCall,(L),"v France Lansdowne Road, 2 Mar 1985","Born
June 17, 1959, Armagh, Northern Ireland
   ",Armagh,Armagh,Ulster,Northern Ireland
832,Robert Morrow,F,"v France Parc des Princes, 1 Feb 1986","Born
August 24, 1956, ?
   ",Unknown,Unkown,Unknown,Unknown
833,Paul Kennedy,P,"v Wales Lansdowne Road, 15 Feb 1986","Born
January 30, 1957, ?
   ",Unknown,Unkown,Unknown,Unknown
834,Ralph Keyes,FH,"v England Twickenham, 1 Mar 1986","Born
August 1, 1961, Cork
   ",Cork,Cork,Munster,Republic of Ireland
835,Terry Kingston,H,"v Wales Wellington, 25 May 1987","Born
September 19, 1963, Cork
   ",Cork,Cork,Munster,Republic of Ireland
836,Paul Collins,F,"v Canada Dunedin, 30 May 1987","Born
December 7, 1959, Cork
   ",Cork,Cork,Munster,Republic of Ireland
837,John McDonald,H,"v Canada Dunedin, 30 May 1987","Born
April 9, 1960, Banbridge, Co Down, Northern Ireland
   ",Banbridge,Down,Ulster,Northern Ireland
838,Neil Francis,N8,"v Tonga Brisbane, 3 Jun 1987","Born
March 17, 1964, Dublin
   ",Dublin,Dublin,Leinster,Republic of Ireland
839,Job Langbroek,P,"v Tonga Brisbane, 3 Jun 1987","Born
circa 1957, ?
   ",Unknown,Unkown,Unknown,Unknown
840,Phil Danaher,FB,"v Scotland Lansdowne Road, 16 Jan 1988","Born
October 5, 1965, Abbeyfeale, Limerick
   ",Abbeyfeale,Limerick,Munster,Republic of Ireland
841,John Fitzgerald,P,"v Scotland Lansdowne Road, 16 Jan 1988","Born
August 31, 1961, London
   ",Unknown,Unkown,Unknown,Unknown
842,Don Whittle,F,"v France Parc des Princes, 20 Feb 1988","Born
November 16, 1960, Newtownards, Northern Ireland
   ",Newtownards,Down,Ulster,Northern Ireland
843,Tom Clancy,P,"v Wales Lansdowne Road, 5 Mar 1988","Born
March 16, 1962, Dublin
   ",Dublin,Dublin,Leinster,Republic of Ireland
844,Denis McBride,F,"v Wales Lansdowne Road, 5 Mar 1988","Born
September 9, 1964, Belfast, Northern Ireland
   ",Belfast,Antrim,Ulster,Northern Ireland
845,Michael Moylett,L,"v England Twickenham, 19 Mar 1988","Born
August 29, 1960, Dublin
   ",Dublin,Dublin,Leinster,Republic of Ireland
846,Fergus Aherne,SH,"v England Lansdowne Road, 23 Apr 1988","Born
March 16, 1963, Cork
   ",Cork,Cork,Munster,Republic of Ireland
847,Vince Cunningham,C,"v England Lansdowne Road, 23 Apr 1988","Born
March 14, 1967, Dublin
   ",Dublin,Dublin,Leinster,Republic of Ireland
848,John Sexton,W,"v England Lansdowne Road, 23 Apr 1988","Born
June 27, 1963, Dublin
   ",Dublin,Dublin,Leinster,Republic of Ireland
849,Steve Smith,H,"v England Lansdowne Road, 23 Apr 1988","Born
July 18, 1959, Belfast, Northern Ireland
   ",Belfast,Antrim,Ulster,Northern Ireland
850,Noel Mannion,N8,"v Samoa Lansdowne Road, 29 Oct 1988","Born
January 12, 1963, Ballinasloe
   ",Ballinasloe,Galway,Connaught,Republic of Ireland
851,Pat O'Hara,(F),"v Samoa Lansdowne Road, 29 Oct 1988","Born
August 4, 1961, Hornchurch, Essex, England
   ",Hornchurch,Unkown,Unknown,England
852,Fergus Dunlea,FB,"v Wales Cardiff, 4 Feb 1989","Born
February 25, 1964, Dublin
   ",Dublin,Dublin,Leinster,Republic of Ireland
853,Paul Haycock,W,"v England Lansdowne Road, 18 Feb 1989","Born
May 19, 1958, Dublin
   ",Dublin,Dublin,Leinster,Republic of Ireland
854,Nick Popplewell,P,"v New Zealand Lansdowne Road, 18 Nov 1989","Born
April 6, 1964, Dublin
   ",Dublin,Dublin,Leinster,Republic of Ireland
855,Philip Rainey,FB,"v New Zealand Lansdowne Road, 18 Nov 1989","Born
July 12, 1959, Ballymena, Northern Ireland
   ",Ballymena,Antrim,Ulster,Northern Ireland
856,Brian Smith,FH,"v New Zealand Lansdowne Road, 18 Nov 1989","Born
September 9, 1966, St George, England
   ",St George,Unkown,Unknown,England
857,Gary Halpin,P,"v England Twickenham, 20 Jan 1990","Born
February 14, 1966, Dublin
   ",Dublin,Dublin,Leinster,Republic of Ireland
858,Kenny Murphy,FB,"v England Twickenham, 20 Jan 1990","Born
July 21, 1966, Cork
   ",Cork,Cork,Munster,Republic of Ireland
859,Peter Russell,FH,"v England Twickenham, 20 Jan 1990","Born
February 22, 1962, Belfast, Northern Ireland
   ",Belfast,Antrim,Ulster,Northern Ireland
860,Paddy Johns,L,"v Argentina Lansdowne Road, 27 Oct 1990","Born
February 19, 1968, Portadown, Northern Ireland
   ",Portadown,Down,Ulster,Northern Ireland
861,Philip Lawlor,N8,"v Argentina Lansdowne Road, 27 Oct 1990","Born
July 2, 1965, Kildare
   ",Kildare,Kildare,Leinster,Republic of Ireland
862,Alain Rolland,SH,"v Argentina Lansdowne Road, 27 Oct 1990","Born
August 22, 1966, Dublin
   ",Dublin,Dublin,Leinster,Republic of Ireland
863,Mick Galwey,L,"v France Lansdowne Road, 2 Feb 1991","Born
October 8, 1966, Currow, Co Kerry
   ",Currow,Kerry,Munster,Republic of Ireland
864,Simon Geoghegan,W,"v France Lansdowne Road, 2 Feb 1991","Born
September 1, 1968, Knebworth, England
   ",Knebworth,Unkown,Unknown,England
865,Gordon Hamilton,F,"v France Lansdowne Road, 2 Feb 1991","Born
May 13, 1964, Belfast, Northern Ireland
   ",Belfast,Antrim,Ulster,Northern Ireland
866,Brian Rigney,L,"v France Lansdowne Road, 2 Feb 1991","Born
September 22, 1963, Portlaoise, Laois
   ",Portlaoise,Laois,Leinster,Republic of Ireland
867,Brian Robinson,N8,"v France Lansdowne Road, 2 Feb 1991","Born
March 20, 1966, Belfast, Northern Ireland
   ",Belfast,Antrim,Ulster,Northern Ireland
868,Rob Saunders,SH,"v France Lansdowne Road, 2 Feb 1991","Born
August 5, 1968, Nottingham, England
   ",Nottingham,Unkown,Unknown,England
869,Jack Clarke,W,"v Wales Cardiff, 16 Feb 1991","Born
September 2, 1968, Kisumu, Kenya
   ",Kismu,Unkown,Unknown,Kenya
870,David Curtis,C,"v Wales Cardiff, 16 Feb 1991","Born
April 10, 1965, Salisbury, South Rhodesia, Zimbabwe
   ",Salisbury,Unkown,Unknown,Zimbabwe
871,Jim Staples,FB,"v Wales Cardiff, 16 Feb 1991","Born
October 20, 1965, Bermondsey, London, England
   ",London,Unkown,Unknown,England
872,Richard Wallace,(W),"v Namibia Windhoek, 20 Jul 1991","Born
January 16, 1968, Cork
   ",Cork,Cork,Munster,Republic of Ireland
873,Nicky Barry,(FH),"v Namibia Windhoek, 27 Jul 1991","Born
January 5, 1969, Limerick
   ",Limerick,Limerick,Munster,Republic of Ireland
874,Michael Fitzgibbon,F,"v Wales Lansdowne Road, 18 Jan 1992","Born
April 2, 1965, Askeaton, Limerick
   ",Askeaton,Limerick,Munster,Republic of Ireland
875,Paul Hogan,F,"v France Parc des Princes, 21 Mar 1992","Born
June 29, 1968, Limerick
   ",Limerick,Limerick,Munster,Republic of Ireland
877,Ronald Carey,W,"v New Zealand Dunedin, 30 May 1992","Born
August 6, 1965, Dungannon, Northern Ireland
   ",Dungannon,Tyrone,Ulster,Northern Ireland
878,Neville Furlong,W,"v New Zealand Dunedin, 30 May 1992","Born
July 10, 1968, Waterford
   ",Waterford,Waterford,Munster,Republic of Ireland
879,Kelvin Leahy,F,"v New Zealand Dunedin, 30 May 1992","Born
September 1, 1965, Cork
   ",Cork,Cork,Munster,Republic of Ireland
880,Paul McCarthy,P,"v New Zealand Dunedin, 30 May 1992","Born
August 27, 1963, Cork
   ",Cork,Cork,Munster,Republic of Ireland
881,Mark McCall,(C),"v New Zealand Dunedin, 30 May 1992","Born
November 29, 1967, Bangor, Co Down, Northern Ireland
   ",Bangor,Down,Ulster,Northern Ireland
882,Paddy Kenny,(F),"v New Zealand Wellington, 6 Jun 1992","Born
April 28, 1960, Philippines
   ",Unknown,Unkown,Unknown,Philippines
883,John Murphy,H,"v Australia Lansdowne Road, 31 Oct 1992","Born
February 8, 1963, Dublin
   ",Dublin,Dublin,Leinster,Republic of Ireland
884,Richard Costello,L,"v Scotland Murrayfield, 16 Jan 1993","Born
March 8, 1964, Limerick
   ",Limerick,Limerick,Munster,Republic of Ireland
885,Niall Malone,FH,"v Scotland Murrayfield, 16 Jan 1993","Born
April 30, 1971, Leeds, England
   ",Leeds,Unkown,Unknown,England
886,Colin Wilkinson,FB,"v Scotland Murrayfield, 16 Jan 1993","Born
April 4, 1961, Belfast, Northern Ireland
   ",Belfast,Antrim,Ulster,Northern Ireland
887,Ciaran Clarke,FB,"v France Lansdowne Road, 20 Feb 1993","Born
March 8, 1969, Dublin
   ",Dublin,Dublin,Leinster,Republic of Ireland
888,Peter Clohessy,P,"v France Lansdowne Road, 20 Feb 1993","Born
March 22, 1966, Limerick
   ",Limerick,Limerick,Munster,Republic of Ireland
889,Brian Glennon,(C),"v France Lansdowne Road, 20 Feb 1993","Born
April 17, 1967, ?
   ",Unknown,Unkown,Unknown,Unknown
890,Eric Elwood,FH,"v Wales Cardiff, 6 Mar 1993","Born
February 26, 1969, Galway
   ",Galway,Galway,Connaught,Republic of Ireland
891,Conor O'Shea,FB,"v Romania Lansdowne Road, 13 Nov 1993","Born
October 21, 1970, Limerick
   ",Limerick,Limerick,Munster,Republic of Ireland
892,Ken O'Connell,N8,"v France Parc des Princes, 15 Jan 1994","Born
July 25, 1968, Cork
   ",Cork,Cork,Munster,Republic of Ireland
893,Maurice Field,C,"v England Twickenham, 19 Feb 1994","Born
February 24, 1964, Greenisland, Northern Ireland
   ",Greenisland,Antrim,Ulster,Northern Ireland
894,Jonathan Bell,C,"v Australia Brisbane, 5 Jun 1994","Born
February 7, 1974, Belfast, Northern Ireland
   ",Belfast,Antrim,Ulster,Northern Ireland
895,David Corkery,F,"v Australia Brisbane, 5 Jun 1994","Born
November 6, 1972, Cork
   ",Cork,Cork,Munster,Republic of Ireland
896,Keith Wood,H,"v Australia Brisbane, 5 Jun 1994","Born
January 27, 1972, Limerick
   ",Limerick,Limerick,Munster,Republic of Ireland
897,Niall Woods,W,"v Australia Brisbane, 5 Jun 1994","Born
June 21, 1971, Dublin
   ",Dublin,Dublin,Leinster,Republic of Ireland
898,Gabriel Fulcher,L,"v Australia Sydney, 11 Jun 1994","Born
November 27, 1969, Aldershot, England
   ",Aldershot,Unkown,Unknown,England
899,Alan McGowan,FH,"v USA Lansdowne Road, 5 Nov 1994","Born
January 2, 1972, Dublin
   ",Dublin,Dublin,Leinster,Republic of Ireland
900,Paul Burke,FH,"v England Lansdowne Road, 21 Jan 1995","Born
May 1, 1973, Paddington, Enland
   ",Paddington,Unkown,Unknown,Unknown
901,Anthony Foley,F,"v England Lansdowne Road, 21 Jan 1995","Born
October 30, 1973, Limerick
   ",Limerick,Limerick,Munster,Republic of Ireland
902,Niall Hogan,SH,"v England Lansdowne Road, 21 Jan 1995","Born
April 20, 1971, Dublin
   ",Dublin,Dublin,Leinster,Republic of Ireland
903,Ben Cronin,N8,"v Scotland Murrayfield, 4 Feb 1995","Born
July 13, 1968, Limerick
   ",Limerick,Limerick,Munster,Republic of Ireland
904,Eddie Halvey,F,"v France Lansdowne Road, 4 Mar 1995","Born
August 11, 1970, Limerick
   ",Limerick,Limerick,Munster,Republic of Ireland
905,Davy Tweed,L,"v France Lansdowne Road, 4 Mar 1995","Born
November 13, 1959, Ballymoney, Antrim, Northern Ireland
   ",Ballymoney,Antrim,Ulster,Northern Ireland
906,David O'Mahony,SH,"v Italy Treviso, 6 May 1995","Born
August 18, 1970, Derry
   ",Derry,Derry,Ulster,Northern Ireland
907,Darragh O'Mahony,W,"v Italy Treviso, 6 May 1995","Born
August 18, 1972, Cork
   ",Cork,Cork,Munster,Republic of Ireland
908,Paul Wallace,P,"v Japan Bloemfontein, 31 May 1995","Born
December 30, 1971, Cork
   ",Cork,Cork,Munster,Republic of Ireland
909,Jeremy Davidson,F,"v Fiji Lansdowne Road, 18 Nov 1995","Born
April 28, 1974, Belfast, Northern Ireland
   ",Belfast,Antrim,Ulster,Northern Ireland
910,Chris Saverimutto,SH,"v Fiji Lansdowne Road, 18 Nov 1995","Born
August 8, 1971, Wallasey, Enland
   ",Wallasey,Unkown,Unknown,Unknown
911,Allen Clarke,(H),"v Fiji Lansdowne Road, 18 Nov 1995","Born
July 29, 1967, Dungannon, Northern Ireland
   ",Dungannon,Tyrone,Ulster,Northern Ireland
912,Henry Hurley,(P),"v Fiji Lansdowne Road, 18 Nov 1995","Born
December 28, 1965, Doncaster, Enland
   ",Doncaster,Unkown,Unknown,Unknown
913,Sean McCahill,(C),"v Fiji Lansdowne Road, 18 Nov 1995","Born
October 23, 1968, Auckland, New Zealand
   ",Auckland,Unkown,Unknown,New Zealand
914,Victor Costello,F,"v USA Atlanta, 6 Jan 1996","Born
October 23, 1970, Stepaside, Wales 
   ",Stepaside,Unkown,Unknown,Wales
915,Kurt McQuilkin,C,"v USA Atlanta, 6 Jan 1996","Born
April 6, 1966, Te Kuiti, New Zealand
   ",Te Kuiti,Unkown,Unknown,New Zealand
916,David Humphreys,FH,"v France Parc des Princes, 17 Feb 1996","Born
September 10, 1971, Belfast, Northern Ireland
   ",Belfast,Antrim,Ulster,Northern Ireland
917,Simon Mason,FB,"v Wales Lansdowne Road, 2 Mar 1996","Born
October 22, 1973, Wirral, Enland
   ",Wirral,Unkown,Unknown,Unknown
918,Rob Henderson,C,"v Samoa Lansdowne Road, 12 Nov 1996","Born
October 27, 1972, Dover, Enland
   ",Dover,Unkown,Unknown,Unknown
919,James Topping,W,"v Samoa Lansdowne Road, 12 Nov 1996","Born
December 18, 1974, Belfast, Northern Ireland
   ",Belfast,Antrim,Ulster,Northern Ireland
920,Dominic Crotty,W,"v Australia Lansdowne Road, 23 Nov 1996","Born
July 26, 1974, Cork
   ",Cork,Cork,Munster,Republic of Ireland
921,Stephen McIvor,SH,"v Australia Lansdowne Road, 23 Nov 1996","Born
February 5, 1969, Dublin
   ",Dublin,Dublin,Leinster,Republic of Ireland
922,Eric Miller,F,"v Italy Lansdowne Road, 4 Jan 1997","Born
September 23, 1975, Dublin
   ",Dublin,Dublin,Leinster,Republic of Ireland
923,Paul Flavin,(P),"v France Lansdowne Road, 18 Jan 1997","Born
April 4, 1972, Dublin
   ",Dublin,Dublin,Leinster,Republic of Ireland
924,Denis Hickie,W,"v Wales Cardiff, 1 Feb 1997","Born
February 13, 1976, Dublin
   ",Dublin,Dublin,Leinster,Republic of Ireland
925,Ross Nesdale,H,"v Wales Cardiff, 1 Feb 1997","Born
July 30, 1968, Feilding, New Zealand
   ",Fielding,Unkown,Unknown,New Zealand
926,Brian O'Meara,(SH),"v England Lansdowne Road, 15 Feb 1997","Born
April 5, 1976, Cork
   ",Cork,Cork,Munster,Republic of Ireland
927,Kieron Dawson,F,"v New Zealand Lansdowne Road, 15 Nov 1997","Born
January 29, 1975, Bangor, Co Down, Northern Ireland
   ",Bangor,Down,Ulster,Northern Ireland
928,Conor McGuinness,SH,"v New Zealand Lansdowne Road, 15 Nov 1997","Born
March 29, 1975, Dublin
   ",Dublin,Dublin,Leinster,Republic of Ireland
929,John McWeeney,W,"v New Zealand Lansdowne Road, 15 Nov 1997","Born
May 26, 1976, Dublin
   ",Dublin,Dublin,Leinster,Republic of Ireland
930,Kevin Nowlan,FB,"v New Zealand Lansdowne Road, 15 Nov 1997","Born
June 26, 1971, Dublin
   ",Dublin,Dublin,Leinster,Republic of Ireland
931,Malcolm O'Kelly,L,"v New Zealand Lansdowne Road, 15 Nov 1997","Born
July 19, 1974, Chelmsford, England 
   ",Chelmsford,Unkown,Unknown,England
932,David Erskine,(F),"v New Zealand Lansdowne Road, 15 Nov 1997","Born
October 14, 1969, Waltham Forest, London, England
   ",England,Unkown,Unknown,England
933,Kevin Maggs,(C),"v New Zealand Lansdowne Road, 15 Nov 1997","Born
June 3, 1974, Bristol, England
   ",Bristol,Unkown,Unknown,England
934,Reggie Corrigan,(P),"v Canada Lansdowne Road, 30 Nov 1997","Born
November 19, 1970, Dublin
   ",Dublin,Dublin,Leinster,Republic of Ireland
935,Dylan O'Grady,F,"v Italy Bologna, 20 Dec 1997","Born
November 19, 1971, Manchester, Enland
   ",Manchester,Unkown,Unknown,Unknown
936,Andy Ward,F,"v France Stade de France, 7 Mar 1998","Born
September 8, 1970, Whangarei, New Zealand
   ",Whangarei,Unkown,Unknown,New Zealand
937,Killian Keane,(C),"v England Twickenham, 4 Apr 1998","Born
August 14, 1971, Drogheda
   ",Drogheda,Louth,Leinster,Republic of Ireland
938,Justin Bishop,W,"v South Africa Bloemfontein, 13 Jun 1998","Born
November 8, 1974, Crawley, Sussex, England
   ",Crawley,Unkown,Unknown,England
939,Justin Fitzpatrick,P,"v South Africa Bloemfontein, 13 Jun 1998","Born
November 21, 1973, Chichester, England
   ",Chichester,Unkown,Unknown,England
940,Dion O'Cuinneagain,F,"v South Africa Bloemfontein, 13 Jun 1998","Born
May 24, 1972, Cape Town, South Africa
   ",Cape Town,Unkown,Unknown,South Africa
941,Trevor Brennan,(F),"v South Africa Bloemfontein, 13 Jun 1998","Born
September 22, 1973, Leixlip
   ",Leixlip,Kildare,Leinster,Republic of Ireland
942,Pat Duignan,C,"v Georgia Lansdowne Road, 14 Nov 1998","Born
May 1, 1972, Canada
   ",Unknown,Unkown,Unknown,Canada
943,Girvan Dempsey,(FB),"v Georgia Lansdowne Road, 14 Nov 1998","Born
October 2, 1975, Dublin
   ",Dublin,Dublin,Leinster,Republic of Ireland
944,Cieran Scally,(SH),"v Georgia Lansdowne Road, 14 Nov 1998","Born
October 15, 1978, Dublin
   ",Dublin,Dublin,Leinster,Republic of Ireland
945,Matt Mostyn,W,"v Australia Brisbane, 12 Jun 1999","Born
September 10, 1974, Sydney, New South Wales, Australia
   ",Sydney,Unkown,Unknown,Australia
946,Brian O'Driscoll,C,"v Australia Brisbane, 12 Jun 1999","Born
January 21, 1979, Dublin
   ",Dublin,Dublin,Leinster,Republic of Ireland
947,Tom Tierney,SH,"v Australia Brisbane, 12 Jun 1999","Born
September 1, 1976, Limerick
   ",Limerick,Limerick,Munster,Republic of Ireland
948,Mike Mullins,(C),"v Argentina Lansdowne Road, 28 Aug 1999","Born
October 29, 1970, Auckland, New Zealand
   ",Auckland,Unkown,Unknown,New Zealand
949,Bob Casey,(L),"v Australia Lansdowne Road, 10 Oct 1999","Born
July 18, 1978, Dublin
   ",Dublin,Dublin,Leinster,Republic of Ireland
950,Gordon D'Arcy,(C),"v Romania Lansdowne Road, 15 Oct 1999","Born
February 10, 1980, Wexford
   ",Wexford,Wexford,Leinster,Republic of Ireland
951,Angus McKeen,(P),"v Romania Lansdowne Road, 15 Oct 1999","Born
February 13, 1969, Drogheda
   ",Drogheda,Louth,Leinster,Republic of Ireland
952,Alan Quinlan,(BR),"v Romania Lansdowne Road, 15 Oct 1999","Born
July 13, 1974, Tipperary
   ",Tipperary,Tipperary,Munster,Republic of Ireland
953,Simon Easterby,F,"v Scotland Lansdowne Road, 19 Feb 2000","Born
July 21, 1975, Harrogate, England
   ",Harrogate,Unkown,Unknown,England
954,John Hayes,P,"v Scotland Lansdowne Road, 19 Feb 2000","Born
November 2, 1973, Cappamore
   ",Cappamore,Limerick,Munster,Republic of Ireland
955,Shane Horgan,W,"v Scotland Lansdowne Road, 19 Feb 2000","Born
July 18, 1978, Bellewstown, Meath
   ",Bellewstown,Meath,Leinster,Republic of Ireland
956,Ronan O'Gara,FH,"v Scotland Lansdowne Road, 19 Feb 2000","Born
March 7, 1977, San Diego, CA, United States,USA
   ",San Diego,Unkown,Unknown,USA
957,Peter Stringer,SH,"v Scotland Lansdowne Road, 19 Feb 2000","Born
December 13, 1977, Cork
   ",Cork,Cork,Munster,Republic of Ireland
958,Peter McKenna,FB,"v Argentina Buenos Aires, 3 Jun 2000","Born
November 24, 1973, Dublin
   ",Dublin,Dublin,Leinster,Republic of Ireland
959,David Wallace,N8,"v Argentina Buenos Aires, 3 Jun 2000","Born
July 8, 1976, Cork
   ",Cork,Cork,Munster,Republic of Ireland
960,Guy Easterby,SH,"v USA Manchester, 10 Jun 2000","Born
March 21, 1971, Tadcaster, England
   ",Tadcaster,Unkown,Unknown,England
961,Tyrone Howe,W,"v USA Manchester, 10 Jun 2000","Born
April 2, 1971, Newtownards, Northern Ireland
   ",Newtownards,Down,Ulster,Northern Ireland
962,Geordan Murphy,FB,"v USA Manchester, 10 Jun 2000","Born
April 19, 1978, Dublin
   ",Dublin,Dublin,Leinster,Republic of Ireland
963,Marcus Horan,(P),"v USA Manchester, 10 Jun 2000","Born
September 7, 1977, Clonlara, County Clare
   ",Clonlara,Clare,Munster,Republic of Ireland
964,Frank Sheahan,(H),"v USA Manchester, 10 Jun 2000","Born
August 27, 1976, Toronto, Ontario, Canada
   ",Toronto,Unkown,Unknown,Canada
965,Gary Longwell,(L),"v Japan Lansdowne Road, 11 Nov 2000","Born
July 30, 1971, Belfast, Northern Ireland
   ",Belfast,Antrim,Ulster,Northern Ireland
966,Emmet Byrne,(P),"v Italy Rome, 3 Feb 2001","Born
April 4, 1973, Dublin
   ",Dublin,Dublin,Leinster,Republic of Ireland
967,Shane Byrne,(H),"v Romania Bucharest, 2 Jun 2001","Born
July 18, 1971, Aughrim
   ",Aughrim,Wicklow,Leinster,Republic of Ireland
968,Mick O'Driscoll,(L),"v Romania Bucharest, 2 Jun 2001","Born
October 8, 1978, Cork
   ",Cork,Cork,Munster,Republic of Ireland
969,Jeremy Staunton,FB,"v Samoa Lansdowne Road, 11 Nov 2001","Born
May 7, 1980, Limerick
   ",Limerick,Limerick,Munster,Republic of Ireland
970,Paul O'Connell,L,"v Wales Lansdowne Road, 3 Feb 2002","Born
October 20, 1979, Limerick
   ",Limerick,Limerick,Munster,Republic of Ireland
971,Keith Gleeson,(F),"v Wales Lansdowne Road, 3 Feb 2002","Born
June 17, 1976, Dublin
   ",Dublin,Dublin,Leinster,Republic of Ireland
972,John Kelly,W,"v Italy Lansdowne Road, 23 Mar 2002","Born
April 18, 1974, Dublin
   ",Dublin,Dublin,Leinster,Republic of Ireland
973,Leo Cullen,(L),"v New Zealand Auckland, 22 Jun 2002","Born
January 9, 1978, Wicklow
   ",Wicklow,Wicklow,Leinster,Republic of Ireland
974,Donncha O'Callaghan,(L),"v Wales Millennium Stadium, 22 Mar 2003","Born
March 24, 1979, Cork
   ",Cork,Cork,Munster,Republic of Ireland
